IndicatorID,Indicator,Definition,Rationale,Data source,Indicator production,Indicator source,Methodology,Standard population/values,Confidence interval details,Source of numerator,Definition of numerator,Source of denominator,Definition of denominator,Disclosure control,Caveats,Copyright,Data re-use,Links,Indicator number,Notes,Frequency,Rounding,Data quality,Indicator Content,Specific rationale,Unit,Value type,Year type,Polarity
91834,Exception rate for stroke indicators,"The effective exception rate for stroke indicators, defined as the sum of exceptions as a proportion of the sum of exception and denominators for indicators in the stroke group.","Exception reporting was introduced into the Quality and Outcomes Framework in order to allow practices to pursue the quality improvement agenda and not be penalised, where, for example, patients do not attend for review, or where a medication cannot be prescribed due to a contraindication or side-effect. For more information please see the  https://files.digital.nhs.uk/66/854B8C/qof-1718-anx3-dq-faq.pdf",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",100* Sum of (Indicator Exceptions) / Sum of (Indicator Exceptions + Indicator Denominator),NA,NA,NA,"Sum of exceptions for QOF indicators STIA003, STIA007, STIA008 and STIA009",NA,"Sum of exceptions plus denominator for QOF indicators STIA003, STIA007, STIA008 and STIA009",NA,"Numbers of exceptions and the sum of the denominators refer to patient records associated with indicators, not individual patients. Individual patients can occur in more than one indicator group, and can occur more than once in any specific indicator group when associated with more than one indicator.

Care should be taken not to draw false inferences from headline figures of exception rates calculated at practice level. For example, rates which appear to be very high (especially at individual indicator level) may simply be a function of very small numbers of patients. Similarly, very low (or zero) rates at indicator level could also result from very small numbers of patients.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
91835,Exception rate for PAD indicators,"The effective exception rate for PAD indicators, defined as the sum of exceptions as a proportion of the sum of exception and denominators for indicators in the PAD group.
Exceptions relate to patients who are on the disease register, and who would ordinarily be included in the indicator denominator. However they are excepted from the indicator denominator because they meet at least one of the GMS contract Statement of Financial Entitlements (SFE) exception criteria, which are listed in the QOF Technical Annex","Exception reporting was introduced into the Quality and Outcomes Framework in order to allow practices to pursue the quality improvement agenda and not be penalised, where, for example, patients do not attend for review, or where a medication cannot be prescribed due to a contraindication or side-effect. For more information please see the  https://files.digital.nhs.uk/66/854B8C/qof-1718-anx3-dq-faq.pdf",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",100* Sum of (Indicator Exceptions) / Sum of (Indicator Exceptions + Indicator Denominator),NA,NA,NA,Sum of exceptions for QOF indicators PAD002 and PAD004,NA,Sum of exceptions plus denominators for QOF indicators PAD002 and PAD004,NA,"Numbers of exceptions and the sum of the denominators refer to patient records associated with indicators, not individual patients. Individual patients can occur in more than one indicator group, and can occur more than once in any specific indicator group when associated with more than one indicator.

Care should be taken not to draw false inferences from headline figures of exception rates calculated at practice level. For example, rates which appear to be very high (especially at individual indicator level) may simply be a function of very small numbers of patients. Similarly, very low (or zero) rates at indicator level could also result from very small numbers of patients.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
91837,Exception rate for hypertension indicator,"The effective exception rate for the hypertension indicator, defined as the proportion of the exceptions from the sum of exceptions and denominators for the hypertension indicator.","Exception reporting was introduced into the Quality and Outcomes Framework in order to allow practices to pursue the quality improvement agenda and not be penalised, where, for example, patients do not attend for review, or where a medication cannot be prescribed due to a contraindication or side-effect. For more information please see the  https://files.digital.nhs.uk/66/854B8C/qof-1718-anx3-dq-faq.pdf",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",100* Indicator Exceptions / (Indicator Exceptions + Indicator Denominator),NA,NA,NA,Exceptions for QOF indicator HYP006,NA,Exceptions plus denominators for QOF indicator HYP006,NA,"Care should be taken not to draw false inferences from headline figures of exception rates calculated at practice level. For example, rates which appear to be very high (especially at individual indicator level) may simply be a function of very small numbers of patients. Similarly, very low (or zero) rates at indicator level could also result from very small numbers of patients.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
91838,Exception rate for smoking indicators,"The effective exception rate for smoking indicators, defined as the sum of exceptions as a proportion of the sum of exception and denominators for indicators in the smoking group.","Exception reporting was introduced into the Quality and Outcomes Framework in order to allow practices to pursue the quality improvement agenda and not be penalised, where, for example, patients do not attend for review, or where a medication cannot be prescribed due to a contraindication or side-effect. For more information please see the  https://files.digital.nhs.uk/66/854B8C/qof-1718-anx3-dq-faq.pdf",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",100* Sum of (Indicator Exceptions) / Sum of (Indicator Exceptions + Indicator Denominator),NA,NA,NA,"Sum of exceptions for QOF indicators SMOK002, SMOK003, SMOK004, SMOK005",NA,"Sum of exceptions plus denominators for QOF indicators SMOK002, SMOK003, SMOK004, SMOK005",NA,"Numbers of exceptions and the sum of the denominators refer to patient records associated with indicators, not individual patients. Individual patients can occur in more than one indicator group, and can occur more than once in any specific indicator group when associated with more than one indicator.
Care should be taken not to draw false inferences from headline figures of exception rates calculated at practice level. For example, rates which appear to be very high (especially at individual indicator level) may simply be a function of very small numbers of patients. Similarly, very low (or zero) rates at indicator level could also result from very small numbers of patients.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
91839,Exception rate for diabetes indicators,"The effective exception rate for diabetes indicators, defined as the sum of exceptions as a proportion of the sum of exception and denominators for indicators in the diabetes group.","Exception reporting was introduced into the Quality and Outcomes Framework in order to allow practices to pursue the quality improvement agenda and not be penalised, where, for example, patients do not attend for review, or where a medication cannot be prescribed due to a contraindication or side-effect. For more information please see the  https://files.digital.nhs.uk/66/854B8C/qof-1718-anx3-dq-faq.pdf",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",100* Sum of (Indicator Exceptions) / Sum of (Indicator Exceptions + Indicator Denominator),NA,NA,NA,"Sum of exceptions for QOF indicators DM002, DM003, DM004, DM006, DM007, DM008, DM009, DM012, DM014 and DM018",NA,"Sum of exceptions and denominators for QOF indicators DM002, DM003, DM004, DM006, DM007, DM008, DM009, DM012, DM014 and DM018",NA,"Numbers of exceptions and the sum of the denominators refer to patient records associated with indicators, not individual patients. Individual patients can occur in more than one indicator group, and can occur more than once in any specific indicator group when associated with more than one indicator.

Care should be taken not to draw false inferences from headline figures of exception rates calculated at practice level. For example, rates which appear to be very high (especially at individual indicator level) may simply be a function of very small numbers of patients. Similarly, very low (or zero) rates at indicator level could also result from very small numbers of patients.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
91840,Exception rate for SMI QOF indicators: % of patients on SMI register,"The effective exception rate for MH indicators, defined as the sum of exceptions as a proportion of the sum of exception and denominators for indicators in the MH group.
Exceptions relate to patients who are on the disease register, and who would ordinarily be included in the indicator denominator. However they are excepted from the indicator denominator because they meet at least one of the GMS contract Statement of Financial Entitlements (SFE) exception criteria, which are listed in the QOF Technical Annex.<a href=""http://www.ic.nhs.uk/webfiles/publications/002_Audits/QOF_2011-12/qual_outc_fram_tech_anne_2011_12_anx.pdf"" title=""QOF technical annex"" target=""_blank"">","Exception reporting was introduced into the Quality and Outcomes Framework in order to allow practices to pursue the quality improvement agenda and not be penalised, where, for example, patients do not attend for review, or where a medication cannot be prescribed due to a contraindication or side-effect. For more information please see the  https://files.digital.nhs.uk/66/854B8C/qof-1718-anx3-dq-faq.pdf",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",100* Sum of (Indicator Exceptions) / Sum of (Indicator Exceptions + Indicator Denominator),NA,NA,NA,"Sum of exceptions for QOF indicators MH002, MH003, MH007, MH008, MH009 and MH010",NA,"Sum of exceptions plus denominatorsfor QOF indicators MH002, MH003, MH007, MH008, MH009 and MH010",NA,"Numbers of exceptions and the sum of the denominators refer to patient records associated with indicators, not individual patients. Individual patients can occur in more than one indicator group, and can occur more than once in any specific indicator group when associated with more than one indicator.
Care should be taken not to draw false inferences from headline figures of exception rates calculated at practice level. For example, rates which appear to be very high (especially at individual indicator level) may simply be a function of very small numbers of patients. Similarly, very low (or zero) rates at indicator level could also result from very small numbers of patients.",NA,NA,"Further indicators on severe mental illness are available on<a href=""http://fingertips.phe.org.uk/profile-group/mental-health/profile/severe-mental-illness"">Severe Mental Illness
This tool presents collated risk, prevalence, early intervention, assessment and treatment, outcomes and service costs data relating to people with psychosis and other forms of severe mental illness.",NA,NA,NA,NA,3,NA,NA,%,Proportion,Financial,RAG - Low is good
91841,Exception rate for depression: % of patients on depression register,"The effective exception rate for the depression indicator DEP002, defined as the sum of exceptions as a proportion of the sum of exceptions and denominators.","Exception reporting was introduced into the Quality and Outcomes Framework in order to allow practices to pursue the quality improvement agenda and not be penalised, where, for example, patients do not attend for review, or where a medication cannot be prescribed due to a contraindication or side-effect. For more information please see the  https://files.digital.nhs.uk/66/854B8C/qof-1718-anx3-dq-faq.pdf",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",100* (Indicator Exceptions) / (Indicator Exceptions + Indicator Denominator),NA,NA,NA,Exceptions for QOF indicator DEP003,NA,Exceptions plus denominators for QOF indicator DEP003,NA,"Care should be taken not to draw false inferences from headline figures of exception rates calculated at practice level. For example, rates which appear to be very high (especially at individual indicator level) may simply be a function of very small numbers of patients. Similarly, very low (or zero) rates at indicator level could also result from very small numbers of patients.",NA,NA,"Further indicators on treatment of depression in primary care can be found on<a href=""http://fingertips.phe.org.uk/profile-group/mental-health/profile/common-mental-disorders"">Common Mental Health Disorders
This tool presents collated risk, prevalence, early intervention, assessment and treatment, outcomes and service costs data relating to people with common mental health disorders, including depression and anxiety disorders",NA,NA,NA,NA,3,NA,NA,%,Proportion,Financial,RAG - Low is good
91842,Exception rate for RA indicator,"The effective exception rate for RA, defined as the sum of exceptions as a proportion of the sum of exception and denominators for indicator RA002.
Exceptions relate to patients who are on the disease register, and who would ordinarily be included in the indicator denominator. However they are excepted from the indicator denominator because they meet at least one of the GMS contract Statement of Financial Entitlements (SFE) exception criteria, which are listed in the QOF Technical Annex","Exception reporting was introduced into the Quality and Outcomes Framework in order to allow practices to pursue the quality improvement agenda and not be penalised, where, for example, patients do not attend for review, or where a medication cannot be prescribed due to a contraindication or side-effect. For more information please see the  https://files.digital.nhs.uk/66/854B8C/qof-1718-anx3-dq-faq.pdf",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",100* (Indicator Exceptions) / (Indicator Exceptions + Indicator Denominator),NA,NA,NA,Sum of exceptions for QOF indicator RA002,NA,Sum of exceptions plus denominators for QOF indicator RA002,NA,"Numbers of exceptions and the sum of the denominators refer to patient records associated with indicators, not individual patients. Individual patients can occur in more than one indicator group, and can occur more than once in any specific indicator group when associated with more than one indicator.

Care should be taken not to draw false inferences from headline figures of exception rates calculated at practice level. For example, rates which appear to be very high (especially at individual indicator level) may simply be a function of very small numbers of patients. Similarly, very low (or zero) rates at indicator level could also result from very small numbers of patients.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
92587,AF006: stroke risk assessed w. CHA2DS2-VASc  (den.incl.exc.),"The percentage of patients with atrial fibrillation in whom stroke risk has been assessed using the CHADS2DS2-VASc score risk stratification scoring system in the preceding 12 months (excluding those patients with a previous CHADS2 or CHA2DS2-VASc score of 2 or more), NICE ID: NM81",There is strong evidence that stroke risk can be substantially reduced by warfarin and (less so by) aspirin.,QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,"Patients with atrial fibrillation (AF) in whom there is a CHA2DS2-VASc score risk assessment recorded in the preceding 12 months, excluding those with a previous score of 2 or more.",NA,Total number of patients on the atrial fibrillation register excluding those with a previous score of >=2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
92588,Obesity: Recorded prevalence (aged 18+),"Percentage of patients aged 18 and over with a BMI greater than or equal to 30 in the previous 12 months, as recorded on practice disease registers. The denominator is patients aged 18 and over taken from the Prescription Pricing Division practice populations.","The rationale for including this indicator in this profile is because in the NICE Disability, dementia and frailty in later life – mid-life approaches to prevention publication states that people who achieve and/or maintain a healthy weight reduces the risk of developing dementia. The report recommends that national organisations and local government departments that influence public health should continue to develop and support population-level initiatives to reduce the risk of dementia by making it easier for people to achieve and/ or maintain a healthy weight (recommendation 1). https://www.nice.org.uk/guidance/ng16 The report recognises that mid-life is not the only time to make changes, and that these issues are important throughout life: the earlier healthy behaviours are adopted the more likely a person is to have more years free from illness, disability and frailty. The Blackfriars Consensus publication (2014) states that given the evidence that there may be a vascular component to many dementias; interventions to reduce vascular risk factors such as obesity should also help reduce the risk, progression and severity of dementia. http://nhfshare.heartforum.org.uk/RMAssets/Reports/Blackfriars%20consensus%20%20_V18.pdf The ambition is to reduce the number of people who are obese which in turn could reduce the population risk of dementia.","Quality Outcomes Framework (QOF), NHS Digital",NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,Patients aged 18 and over with a BMI of 30 or above,NA,The estimated number of patients aged 18 and over on the practice list,NA,Obesity prevalence in the QOF records is generally regarded as an underestimate of the true levels of obesity in the practice population. This indicator is not recommended for measuring or comparing obesity levels in small areas.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
92589,CVD-PP: QOF prevalence (30-74),"The percentage of patients eligible for CVD primary prevention, as recorded on practice registers (proportion of all patients 30-74).",NA,QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,"Patients with a new diagnosis of hypertension, excluding those with pre-existing coronary heart disease (CHD), diabetes and stroke/transient ischaemic attack (TIA) aged 30-74 (CVD-PP register)",NA,All patients aged 30-74,NA,QOF calls all indicators where the number of people on a register is divided by the total number of patients of the eligible age group in the practice population prevalences. This term is technically not suitable when the register only contains newly diagnosed persons.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
92590,PAD: QOF prevalence (all ages),"The percentage of patients with peripheral arterial disease, as recorded on practice disease registers (proportion of total list size).",NA,QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,Patients with peripheral arterial disease as recorded on practice disease registers.,NA,Total practice list size,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
92591,Exception rate for atrial fibrillation indicators,"The effective exception rate for atrial fibrillation indicators, defined as the sum of exceptions as a proportion of the sum of exception and denominators for indicators in the atrial fibrillation group.","Exception reporting was introduced into the Quality and Outcomes Framework in order to allow practices to pursue the quality improvement agenda and not be penalised, where, for example, patients do not attend for review, or where a medication cannot be prescribed due to a contraindication or side-effect. For more information please see the  https://files.digital.nhs.uk/66/854B8C/qof-1718-anx3-dq-faq.pdf",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",100* Sum of (Indicator Exceptions) / Sum of (Indicator Exceptions + Indicator Denominator),NA,NA,NA,Sum of exceptions for QOF indicators AF006 and AF007,NA,Sum of exceptions and denominators for QOF indicators AF006 and AF007,NA,"Numbers of exceptions and the sum of the denominators refer to patient records associated with indicators, not individual patients. Individual patients can occur in more than one indicator group, and can occur more than once in any specific indicator group when associated with more than one indicator.Care should be taken not to draw false inferences from headline figures of exception rates calculated at practice level. For example, rates which appear to be very high (especially at individual indicator level) may simply be a function of very small numbers of patients. Similarly, very low (or zero) rates at indicator level could also result from very small numbers of patients.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
92592,Exception rate for CHD indicators,"The effective exception rate for CHD indicators, defined as the sum of exceptions as a proportion of the sum of exceptions and denominators for indicators in the CHD group.","Exception reporting was introduced into the Quality and Outcomes Framework in order to allow practices to pursue the quality improvement agenda and not be penalised, where, for example, patients do not attend for review, or where a medication cannot be prescribed due to a contraindication or side-effect. For more information please see the  https://files.digital.nhs.uk/66/854B8C/qof-1718-anx3-dq-faq.pdf",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",Exception Rate = 100* Sum of (Indicator Exceptions) / Sum of (Indicator Exceptions + Indicator Denominator)),NA,NA,NA,"Sum of exceptions for QOF indicators CHD002, CHD005 and CHD007",NA,"Sum of exceptions plus denominators for QOF indicators CHD002, CHD005 and CHD007",NA,"Numbers of exceptions and the sum of the denominators refer to patient records associated with indicators, not individual patients. Individual patients can occur in more than one indicator group, and can occur more than once in any specific indicator group when associated with more than one indicator.

Care should be taken not to draw false inferences from headline figures of exception rates calculated at practice level. For example, rates which appear to be very high (especially at individual indicator level) may simply be a function of very small numbers of patients. Similarly, very low (or zero) rates at indicator level could also result from very small numbers of patients.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
92594,AF007: treated w anti-coag. therapy (CHADS2DS2-VASc >=2) (den.incl.exc.),"In those patients with atrial fibrillation whose latest record of a CHADS2DS2-VASc score is greater than or equal to 2, the percentage of patients who are currently treated with anti-coagulation therapy, NICE ID: NM82","There is strong evidence that stroke risk can be substantially reduced by warfarin (approximately 66 per cent risk reduction) and less so by aspirin (approximately 22 per cent risk reduction). Warfarin in particular is under used for stroke prevention in AF. A NICE costing report accompanying the recommendations for AF treatment in 2006 estimated that nationally 355,312 patients with AF should be on warfarin (i.e. all of those assessed as high risk, half of those at moderate risk and none of those at low risk, using the NICE stroke risk stratification algorithm and if not contraindicated), or an additional 165,946 patients who were not receiving this treatment – almost 50 per cent of those estimated as requiring warfarin. Therefore there is clearly a need to encourage the use of this treatment for AF patients at high risk of stroke. Furthermore, recent evidence from the BAFTA trial and the ACTIVE-W135 study suggests not only is warfarin much more effective than aspirin, but that it is not as unsafe – in terms of risk of serious haemorrhage – as previously thought (though it would be useful to ascertain if these findings are replicated elsewhere using an appropriate meta-analysis).",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,"Patients with atrial fibrillation (AF) whose latest record of a CHADS2DS2-VASc 2score is greater than or equal to 2, and who are currently treated with anti-coagulation therapy",NA,Total number of patients on the atrial fibrillation register (including exceptions),NA,NA,NA,NA,NA,NA,Replaces in 2015/16 AF004 (Nice ID: NM46),NA,NA,NA,NA,NA,%,Proportion,Financial,RAG - High is good
